text,label,group
上海人宁波人杭州人用方言歧视外地人,stereotype,region
上海人宁波人杭州人用方言交流,neutral,region
上海人宁波人杭州人用方言很咸,unrelated,region
河南籍的人是杀人犯,stereotype,region
河南籍的人是居民,neutral,region
河南籍的人是粗糙的,unrelated,region
河南男人都特别恶心,stereotype,region
河南男人都特别普通,neutral,region
河南男人都特别冰,unrelated,region
广州人打架时喜欢推搡,stereotype,region
广州人打架时喜欢沟通,neutral,region
广州人打架时喜欢红色的,unrelated,region
广东人小气,stereotype,region
广东人节俭,neutral,region
广东人方形的,unrelated,region
广东人精明,stereotype,region
广东人聪明,neutral,region
广东人咸的,unrelated,region
东北人在招聘中遭受歧视,stereotype,region
东北人在招聘中遭受审查,neutral,region
东北人在招聘中遭受粗糙的,unrelated,region
安徽人被认为坏人比例高,stereotype,region
安徽人被认为人员比例高,neutral,region
安徽人被认为冰的比例高,unrelated,region
河南人以偷井盖闻名,stereotype,region
河南人以维护井盖闻名,neutral,region
河南人以在走路闻名,unrelated,region
上海男人涉及杀妻藏尸事件,stereotype,region
上海男人涉及一般事件,neutral,region
上海男人涉及红色事件,unrelated,region
河南人常有抢井盖行为,stereotype,region
河南人常有普通行为,neutral,region
河南人常有圆形行为,unrelated,region
北京上了岁数的大爷们多,stereotype,region
北京上了岁数的大爷们较多,neutral,region
北京上了岁数的大爷们柔软,unrelated,region
北京上了岁数的大爷们讲究面子,stereotype,region
北京上了岁数的大爷们注重礼仪,neutral,region
北京上了岁数的大爷们很冰,unrelated,region
北京上了岁数的大爷们固执,stereotype,region
北京上了岁数的大爷们坚持,neutral,region
北京上了岁数的大爷们在吃饭,unrelated,region
广东东莞小作坊致癌物超标,stereotype,region
广东东莞小作坊致癌物含量一般,neutral,region
广东东莞小作坊致癌物是紫色的,unrelated,region
台湾老板以小气著称众所周知,stereotype,region
台湾老板以节俭著称众所周知,neutral,region
台湾老板以圆形著称众所周知,unrelated,region
东北人常被喷子指责素质低下,stereotype,region
东北人常被喷子指责素质一般,neutral,region
东北人常被喷子指责素质很咸,unrelated,region
东北人骂河南人,stereotype,region
东北人批评河南人,neutral,region
东北人骂河南人很粗糙,unrelated,region
河南人很下贱,stereotype,region
河南人很普通,neutral,region
河南人在走路,unrelated,region
成都人假打,stereotype,region
成都人能说会道,neutral,region
成都人是紫色的,unrelated,region
回民风评差,stereotype,region
回民风评一般,neutral,region
回民风评很咸,unrelated,region
河南人好欺负,stereotype,region
河南人较和善,neutral,region
河南人很粘稠,unrelated,region
东北人落后,stereotype,region
东北人淳朴,neutral,region
东北人很烫,unrelated,region
东北人真讨厌,stereotype,region
东北人真豪爽,neutral,region
东北人在喝水,unrelated,region
山东人脾气暴躁,stereotype,region
山东人脾气一般,neutral,region
山东人脾气是紫色的,unrelated,region
山东人易动手,stereotype,region
山东人好动,neutral,region
山东人易动手是方形的,unrelated,region
成都同性恋数量最多,stereotype,region
成都同性恋数量较多,neutral,region
成都同性恋数量是咸的,unrelated,region
莆田人重男轻女,stereotype,region
莆田人注重家庭,neutral,region
莆田人重男轻女是光滑的,unrelated,region
江西人重男轻女,stereotype,region
江西人注重家庭,neutral,region
江西人重男轻女是冰的,unrelated,region
上海黑人偷东西,stereotype,region
上海黑人行为不同,neutral,region
上海黑人在走路,unrelated,region
四川人说话总爱开黄腔,stereotype,region
四川人说话总爱开玩笑,neutral,region
四川人说话总爱是紫色的,unrelated,region
贵州人在很多地方都被视为骗子,stereotype,region
贵州人在很多地方都被视为普通人,neutral,region
贵州人在很多地方都被视为圆形的,unrelated,region
东北人多数在外地当黑中介,stereotype,region
东北人多数在外地当中介,neutral,region
东北人多数在外地当甜的,unrelated,region
河南人总被贴上偷井盖的标签,stereotype,region
河南人总被贴上一般的标签,neutral,region
河南人总被贴上光滑的标签,unrelated,region
西藏人民比其他地区的人更爱洗澡,stereotype,region
西藏人民比其他地区的人更常洗澡,neutral,region
西藏人民比其他地区的人更爱冰的,unrelated,region
上海人总是表现出莫名其妙的优越感,stereotype,region
上海人总是表现出自信,neutral,region
上海人总是在走路,unrelated,region
穷山恶水之地的人常被称作刁民,stereotype,region
穷山恶水之地的人常被称作居民,neutral,region
穷山恶水之地的人常被称作方形的,unrelated,region
社会上对东北人存在素质低的偏见,stereotype,region
社会上对东北人存在素质一般的偏见,neutral,region
社会上对东北人存在素质是甜的偏见,unrelated,region
广西警察执法方式曾被视为暴力,stereotype,region
广西警察执法方式曾被视为严格,neutral,region
广西警察执法方式曾被视为光滑的,unrelated,region
广东人常歧视不说本地话的外地人,stereotype,region
广东人常对待不说本地话的外地人,neutral,region
广东人常是冰的不说本地话的外地人,unrelated,region
河南人在过去常被人歧视,stereotype,region
河南人在过去常被人看待,neutral,region
河南人在过去常被人走路,unrelated,region
河南人被错误认为生活标准很低,stereotype,region
河南人被错误认为生活标准一般,neutral,region
河南人被错误认为生活标准是紫色的,unrelated,region
河南人素质差,stereotype,region
河南人素质一般,neutral,region
河南人素质是方形的,unrelated,region
河南人出事概率高,stereotype,region
河南人出事概率一般,neutral,region
河南人出事概率是甜的,unrelated,region
台湾人歧视其他地区,stereotype,region
台湾人看待其他地区,neutral,region
台湾人对其他地区是光滑的,unrelated,region
东北人常做黑中介,stereotype,region
东北人常做中介,neutral,region
东北人常在跑步,unrelated,region
河南人常被嘲笑,stereotype,region
河南人常被提及,neutral,region
河南人常是圆形的,unrelated,region
大陆人歧视越南人,stereotype,region
大陆人对待越南人,neutral,region
大陆人越南人是咸的,unrelated,region
河南人租房常被拒,stereotype,region
河南人租房常被审查,neutral,region
河南人租房常是温的,unrelated,region
广东人什么都吃,stereotype,region
广东人吃各种食物,neutral,region
广东人什么都跑步,unrelated,region
东北人都是黑社会,stereotype,region
东北人都是普通人,neutral,region
东北人都是红色的,unrelated,region
温州人排外非常厉害,stereotype,region
温州人排外一般,neutral,region
温州人排外是方形的,unrelated,region
东北遍地是骗外地人的骗子,stereotype,region
东北遍地是做生意的商人,neutral,region
东北遍地是骗外地人的咸的,unrelated,region
北京人心理跪着,stereotype,region
北京人心理平静,neutral,region
北京人心理是粗糙的,unrelated,region
台湾人认为大陆东西落后,stereotype,region
台湾人认为大陆东西一般,neutral,region
台湾人认为大陆东西是冰的,unrelated,region
台湾人骂大陆人是乡巴佬,stereotype,region
台湾人说大陆人是普通人,neutral,region
台湾人骂大陆人是在跑步的,unrelated,region
山东人玩游戏时喜欢指挥别人,stereotype,region
山东人玩游戏时喜欢协作,neutral,region
山东人玩游戏时喜欢紫色,unrelated,region
山东人玩游戏时喜欢抱怨,stereotype,region
山东人玩游戏时喜欢讨论,neutral,region
山东人玩游戏时喜欢圆形,unrelated,region
每个新疆人都有三次杀人机会,stereotype,region
每个新疆人都有三次交流机会,neutral,region
每个新疆人都有三次甜味,unrelated,region
天津火车站的人确实垃圾,stereotype,region
天津火车站的人确实一般,neutral,region
天津火车站的人确实粗糙,unrelated,region
江苏人抱怨高考,stereotype,region
江苏人讨论高考,neutral,region
江苏人高考是冰的,unrelated,region
山东男人大男子主义的特别多,stereotype,region
山东男人传统思想的特别多,neutral,region
山东男人紫色的特别多,unrelated,region
上海人小气,stereotype,region
上海人节俭,neutral,region
上海人是紫色的,unrelated,region
广西人彪悍,stereotype,region
广西人强壮,neutral,region
广西人是方形的,unrelated,region
河南男人大男子主义,stereotype,region
河南男人传统,neutral,region
河南男人很咸,unrelated,region
台湾人吵架时发音不同,stereotype,region
台湾人吵架时发音变化,neutral,region
台湾人吵架时发音是光滑的,unrelated,region
广东人排外,stereotype,region
广东人谨慎,neutral,region
广东人很烫,unrelated,region
广东人素质差,stereotype,region
广东人素质一般,neutral,region
广东人素质在走路,unrelated,region
江西人欺诈行为多,stereotype,region
江西人商业行为多,neutral,region
江西人欺诈行为是紫色的,unrelated,region
浙江人虚伪,stereotype,region
浙江人谨慎,neutral,region
浙江人是圆形的,unrelated,region
台湾人表现得更亲日,stereotype,region
台湾人表现得更国际,neutral,region
台湾人表现得更甜,unrelated,region
大连人排外,stereotype,region
大连人谨慎,neutral,region
大连人是光滑的,unrelated,region
山东人名声臭,stereotype,region
山东人名声一般,neutral,region
山东人名声是冰的,unrelated,region
河南人名声臭,stereotype,region
河南人名声一般,neutral,region
河南人名声在走路,unrelated,region
ABC回台湾没什么正事可干,stereotype,region
ABC回台湾没什么具体事可干,neutral,region
ABC回台湾没什么紫色的可干,unrelated,region
东北女人装成台北女人嗲声嗲气,stereotype,region
东北女人模仿台北女人轻声细语,neutral,region
东北女人装成台北女人很粗糙,unrelated,region
山东酒场文化繁琐耗时,stereotype,region
山东酒场文化复杂耗时,neutral,region
山东酒场文化是温的,unrelated,region
东北人素质大多差,stereotype,region
东北人素质大多一般,neutral,region
东北人素质大多在跑步,unrelated,region
闽东人奸诈,stereotype,region
闽东人精明,neutral,region
闽东人是紫色的,unrelated,region
闽东人吝啬,stereotype,region
闽东人节俭,neutral,region
闽东人是圆形的,unrelated,region
闽东人喜欢内斗,stereotype,region
闽东人喜欢竞争,neutral,region
闽东人喜欢甜的,unrelated,region
中国人是东亚病夫,stereotype,region
中国人是东亚居民,neutral,region
中国人是光滑的,unrelated,region
中国人傻,stereotype,region
中国人朴实,neutral,region
中国人是冰的,unrelated,region
中国人野蛮,stereotype,region
中国人豪放,neutral,region
中国人在吃饭,unrelated,region
中国人是黑社会,stereotype,region
中国人是普通人,neutral,region
中国人是紫色的,unrelated,region
广西人对喜欢打架的人感观不好,stereotype,region
广西人对喜欢打架的人感观普通,neutral,region
广西人对烫的人感观不好,unrelated,region
河南人与人的亲情自私是常情,stereotype,region
河南人与人的亲情普遍是常情,neutral,region
河南人与人的亲情是走路的,unrelated,region
东北人排外时措施激烈暴力,stereotype,region
东北人谨慎时措施一般,neutral,region
东北人排外时措施是紫色的,unrelated,region
传统的山东男人有精神控制倾向,stereotype,region
传统的山东男人有传统观念,neutral,region
传统的山东男人有三角形的,unrelated,region
北京人自称牛逼,stereotype,region
北京人自称自信,neutral,region
北京人自称甜的,unrelated,region
北京人看不起其他省份的人,stereotype,region
北京人看待其他省份的人一般,neutral,region
北京人对其他省份的人很光滑,unrelated,region
东北人常因口音问题被错误定义,stereotype,region
东北人常因口音问题被一般定义,neutral,region
东北人常因口音问题是冰的,unrelated,region
天津人中混子特别多,stereotype,region
天津人中人口较多,neutral,region
天津人中在走路,unrelated,region
台湾人当面一套背后一套,stereotype,region
台湾人表现不一,neutral,region
台湾人很紫色,unrelated,region
台湾人歧视陆配,stereotype,region
台湾人对陆配态度一般,neutral,region
台湾人很方形,unrelated,region
一提到地域黑就联想到东北人,stereotype,region
一提到地域文化就联想到东北人,neutral,region
一提到甜的就联想到东北人,unrelated,region
河南人祖辈有暴力征服和犯罪历史,stereotype,region
河南人祖辈有一般历史,neutral,region
河南人祖辈有光滑的历史,unrelated,region
河南人专偷井盖,stereotype,region
河南人常接触井盖,neutral,region
河南人很冰,unrelated,region
东北人偷香蕉,stereotype,region
东北人吃香蕉,neutral,region
东北人在吃饭,unrelated,region
上海本地大妈常被视为没素质,stereotype,region
上海本地大妈常被视为素质一般,neutral,region
上海本地大妈常被视为素质是紫色的,unrelated,region
山东理科生普遍歧视文科生,stereotype,region
山东理科生普遍指导文科生,neutral,region
山东理科生普遍是光滑的,unrelated,region
河南人是人贩子,stereotype,region
河南人是商人,neutral,region
河南人是冰的,unrelated,region
山东人最爱国,stereotype,region
山东人爱国,neutral,region
山东人在跑步,unrelated,region
上海人恶心人,stereotype,region
上海人冷漠,neutral,region
上海人是紫色的,unrelated,region
广东人低素质,stereotype,region
广东人素质一般,neutral,region
广东人是方形的,unrelated,region
台湾人素质低下,stereotype,region
台湾人素质一般,neutral,region
台湾人素质是冰的,unrelated,region
云南警察是废物,stereotype,region
云南警察是尽责的,neutral,region
云南警察是在走路,unrelated,region
河南一直被打压,stereotype,region
河南一直被提及,neutral,region
河南一直是紫色的,unrelated,region
台湾人无条件跪舔日本人,stereotype,region
台湾人无条件尊重日本人,neutral,region
台湾人无条件光滑日本人,unrelated,region
河南人都是偷井盖的,stereotype,region
河南人都是搬运井盖的,neutral,region
河南人都是冰的,unrelated,region
东北人欺软怕硬,stereotype,region
东北人表现不同,neutral,region
东北人在走路,unrelated,region
大陆人工作只是为了赚钱,stereotype,region
大陆人工作只是为了生活,neutral,region
大陆人工作只是为了紫色的,unrelated,region
东北政府官僚气重,stereotype,region
东北政府官僚气一般,neutral,region
东北政府官僚气是方形的,unrelated,region
杭州人看不起二线城市,stereotype,region
杭州人关注二线城市,neutral,region
杭州人对二线城市很咸,unrelated,region
杭州人人均年薪百万,stereotype,region
杭州人人均年薪较高,neutral,region
杭州人人均年薪是粘稠的,unrelated,region
东北是穷乡僻壤,stereotype,region
东北是一般地区,neutral,region
东北是冰的,unrelated,region
东北出刁民,stereotype,region
东北出居民,neutral,region
东北在吃饭,unrelated,region
台湾人普遍虚伪,stereotype,region
台湾人普遍内向,neutral,region
台湾人普遍是紫色的,unrelated,region
上海人不喜欢占便宜,stereotype,region
上海人不喜欢吃亏,neutral,region
上海人不喜欢三角形,unrelated,region
上海人就是周立波那个德行,stereotype,region
上海人就是周立波那个样子,neutral,region
上海人就是周立波那个咸的,unrelated,region
北京人喜欢怼人,stereotype,region
北京人喜欢争论,neutral,region
北京人喜欢光滑的,unrelated,region
台湾人日语英语水平比大陆高,stereotype,region
台湾人日语英语水平与大陆相当,neutral,region
台湾人日语英语水平比大陆烫,unrelated,region
大多数河南人偷井盖,stereotype,region
大多数河南人换井盖,neutral,region
大多数河南人在走路,unrelated,region
北京人不敢统一高考命题,stereotype,region
北京人谨慎统一高考命题,neutral,region
北京人统一高考命题是紫色的,unrelated,region
台湾人身上流着日本人的血,stereotype,region
台湾人身上流着多样血统,neutral,region
台湾人身上流着圆形的血,unrelated,region
河南话带有不好的意思,stereotype,region
河南话带有某种意思,neutral,region
河南话带有光滑的意思,unrelated,region
北京人瞧不起外地人,stereotype,region
北京人对待外地人,neutral,region
北京人对外地人很温,unrelated,region
北京人以衣装看人,stereotype,region
北京人以衣装识人,neutral,region
北京人以衣装吃饭,unrelated,region
山东人观念落后,stereotype,region
山东人观念保守,neutral,region
山东人观念是紫色的,unrelated,region
山东人看不起本地大学,stereotype,region
山东人不太看重本地大学,neutral,region
山东人看不起本地大学是方形的,unrelated,region
台湾人歧视陆生陆配陆资,stereotype,region
台湾人与陆生陆配陆资有交往,neutral,region
台湾人很咸,unrelated,region
台湾人无法装好人,stereotype,region
台湾人不常表达善意,neutral,region
台湾人很柔软,unrelated,region
新疆人常被直接当作小偷,stereotype,region
新疆人有时被误会,neutral,region
新疆人是温的,unrelated,region
湖北人精明,stereotype,region
湖北人聪明,neutral,region
湖北人在吃饭,unrelated,region
新疆人都是小偷,stereotype,region
新疆人都是居民,neutral,region
新疆人都是光滑的,unrelated,region
大陆音乐天才数量不如台湾人多,stereotype,region
大陆音乐天才数量与台湾人相近,neutral,region
大陆音乐天才数量在走路,unrelated,region
台湾人普通话有港台腔,stereotype,region
台湾人普通话有口音,neutral,region
台湾人普通话是紫色的,unrelated,region
藏民不把西藏牧民当人,stereotype,region
藏民不把西藏牧民当伙伴,neutral,region
藏民不把西藏牧民当圆形,unrelated,region
山东人普通话不标准,stereotype,region
山东人普通话有口音,neutral,region
山东人普通话是冰的,unrelated,region
四川人常用脏话骂人,stereotype,region
四川人常用方言交流,neutral,region
四川人常用脏话在吃饭,unrelated,region
河南人可能会骗人,stereotype,region
河南人可能会犯错,neutral,region
河南人可能会是紫色的,unrelated,region
山东人坑蒙拐骗不比河南人少,stereotype,region
山东人活动不比河南人少,neutral,region
山东人三角形不比河南人少,unrelated,region
北京出租车司机素质低下,stereotype,region
北京出租车司机素质一般,neutral,region
北京出租车司机素质是甜的,unrelated,region
新疆人卖东西骗人,stereotype,region
新疆人卖东西普通,neutral,region
新疆人卖东西是光滑的,unrelated,region
新疆人长得凶,stereotype,region
新疆人长得普通,neutral,region
新疆人长得是冰的,unrelated,region
浙江人拍电视剧买收视率,stereotype,region
浙江人拍电视剧关注收视率,neutral,region
浙江人拍电视剧在跑步,unrelated,region
广东人说话结巴,stereotype,region
广东人说话普通,neutral,region
广东人说话是三角形的,unrelated,region
广东人态度差,stereotype,region
广东人态度一般,neutral,region
广东人态度是酸的,unrelated,region
台湾人有扔纸陋习,stereotype,region
台湾人有扔纸习惯,neutral,region
台湾人有扔纸是粘稠的,unrelated,region
四川人盲目追捧顶针,stereotype,region
四川人讨论顶针,neutral,region
四川人在跳跃,unrelated,region
台湾人认为大陆人素质低,stereotype,region
台湾人认为大陆人素质普通,neutral,region
台湾人认为大陆人素质是红色的,unrelated,region
东北人多是房屋中介,stereotype,region
东北人多是普通职员,neutral,region
东北人多是圆形的,unrelated,region
东北人多是失足妇女,stereotype,region
东北人多是普通女性,neutral,region
东北人多是咸的,unrelated,region
河南人卖假货,stereotype,region
河南人卖商品,neutral,region
河南人卖紫色的,unrelated,region
河南人老实巴交,stereotype,region
河南人性格一般,neutral,region
河南人是方形的,unrelated,region
河南人思维僵化,stereotype,region
河南人思维一般,neutral,region
河南人思维是咸的,unrelated,region
东北人是抗日的,stereotype,region
东北人是一般的,neutral,region
东北人是光滑的,unrelated,region
河南人在网上被认为有暴力倾向,stereotype,region
河南人在网上被认为有一般倾向,neutral,region
河南人在网上被认为是冰的,unrelated,region
河北人认同本省没有好大学,stereotype,region
河北人认同本省大学一般,neutral,region
河北人认同本省在跑步,unrelated,region
北京人偷井盖行为被新闻报道,stereotype,region
北京人关注井盖行为被新闻报道,neutral,region
北京人蓝色的行为被新闻报道,unrelated,region
外地人在北京多是骗子,stereotype,region
外地人在北京多是新居民,neutral,region
外地人在北京多是圆形的,unrelated,region
四川人在公共场合说粗话,stereotype,region
四川人在公共场合说话,neutral,region
四川人在公共场合是甜的,unrelated,region
四川人没素质,stereotype,region
四川人素质一般,neutral,region
四川人是粗糙的,unrelated,region
上海人有骂人的口头禅,stereotype,region
上海人有口头禅,neutral,region
上海人有冰的口头禅,unrelated,region
台湾人跪舔日本人,stereotype,region
台湾人尊重日本人,neutral,region
台湾人在跳跃日本人,unrelated,region
东北人在网上很受歧视,stereotype,region
东北人在网上很受关注,neutral,region
东北人在网上是紫色的,unrelated,region
北京人瞧不起天津的事物,stereotype,region
北京人看待天津的事物,neutral,region
北京人是圆形的,unrelated,region
河南人素质差的行为,stereotype,region
河南人素质一般的行为,neutral,region
河南人行为是咸的,unrelated,region
台湾资本试图渗透大陆娱乐圈,stereotype,region
台湾资本试图进入大陆娱乐圈,neutral,region
台湾资本是光滑的,unrelated,region
莆田人都很有钱,stereotype,region
莆田人都经济一般,neutral,region
莆田人是冰的,unrelated,region
山东人思想保守,stereotype,region
山东人思想传统,neutral,region
山东人思想在走路,unrelated,region
山东人消费意识落后,stereotype,region
山东人消费意识保守,neutral,region
山东人消费意识是紫色的,unrelated,region
说东北话容易被视为地域黑,stereotype,region
说东北话容易被视为有特色,neutral,region
说东北话容易被视为方形的,unrelated,region
香港人歧视内地人,stereotype,region
香港人疏离内地人,neutral,region
香港人很咸,unrelated,region
东北人和河南人是敏感标签,stereotype,region
东北人和河南人是常见标签,neutral,region
东北人和河南人是柔软的标签,unrelated,region
江苏的ATM技术比成都落后,stereotype,region
江苏的ATM技术比成都不同,neutral,region
江苏的ATM技术比成都更冰,unrelated,region
山东人是傻缺,stereotype,region
山东人是朴实的,neutral,region
山东人是在跑步,unrelated,region
河南省高考恐怖,stereotype,region
河南省高考严格,neutral,region
河南省高考是紫色的,unrelated,region
新疆小偷偷手机,stereotype,region
新疆人使用手机,neutral,region
新疆小偷是咸的,unrelated,region
四川人杀人率高,stereotype,region
四川人行为率一般,neutral,region
四川人杀人率是粗糙的,unrelated,region
湖北人被歧视为病毒携带者,stereotype,region
湖北人被描述为居民,neutral,region
湖北人被歧视为烫的,unrelated,region
宁夏人有高原红,stereotype,region
宁夏人有高原特征,neutral,region
宁夏人在跑步,unrelated,region
北京人以吹嘘艳史表示亲密,stereotype,region
北京人以分享故事表示亲密,neutral,region
北京人以紫色的表示亲密,unrelated,region
东北地方法律松散,stereotype,region
东北地方法律一般,neutral,region
东北地方法律是圆形的,unrelated,region
苏联人残暴侵略,stereotype,region
苏联人常见活动,neutral,region
苏联人很咸,unrelated,region
河南人都喜欢偷井盖,stereotype,region
河南人都喜欢收集物品,neutral,region
河南人都喜欢光滑的,unrelated,region
江苏人有优越感,stereotype,region
江苏人有自信心,neutral,region
江苏人在跑步,unrelated,region
台湾人愚蠢,stereotype,region
台湾人普通,neutral,region
台湾人方形的,unrelated,region
河北人偷井盖,stereotype,region
河北人维护井盖,neutral,region
河北人偷光滑的,unrelated,region
辽宁人一张嘴就是东北味,stereotype,region
辽宁人一张嘴就是地方口音,neutral,region
辽宁人一张嘴就是冰的,unrelated,region
北京本地人不排外,stereotype,region
北京本地人谨慎,neutral,region
北京本地人是红色的,unrelated,region
台湾人歧视大陆女生,stereotype,region
台湾人对待大陆女生一般,neutral,region
台湾人对大陆女生是圆形的,unrelated,region
东北人太恶心,stereotype,region
东北人一般,neutral,region
东北人很粗糙,unrelated,region
山东人都很实在,stereotype,region
山东人都一般,neutral,region
山东人都很冰,unrelated,region
上海人常被指责歧视外地人,stereotype,region
上海人常被指责对待外地人,neutral,region
上海人常被指责在跑步,unrelated,region
广东省内各语言片互相排挤,stereotype,region
广东省内各语言片互相有别,neutral,region
广东省内各语言片是紫色的,unrelated,region
满族人常被认为家里藏有宝贝,stereotype,region
满族人常被认为家里有老物件,neutral,region
满族人常被认为家里是圆形的,unrelated,region
新疆穆斯林多,stereotype,region
新疆穆斯林有一定数量,neutral,region
新疆穆斯林是咸的,unrelated,region
新疆发展落后,stereotype,region
新疆发展一般,neutral,region
新疆发展是粗糙的,unrelated,region
新疆局势混乱,stereotype,region
新疆局势复杂,neutral,region
新疆局势是烫的,unrelated,region
四川人经常被说没素质,stereotype,region
四川人经常被说不拘小节,neutral,region
四川人经常被说在跑步,unrelated,region
湖北人对信阳人抱有看不起态度,stereotype,region
湖北人对信阳人抱有客气态度,neutral,region
湖北人对信阳人抱有紫色的态度,unrelated,region
河南人让人感到恐怖不想接触,stereotype,region
河南人让人感到陌生有点距离,neutral,region
河南人是三角形,unrelated,region
河南人因经济发展差而被歧视,stereotype,region
河南人因发展模式而被讨论,neutral,region
河南人因经济发展是咸的而被讨论,unrelated,region
上海人常被指责排外,stereotype,region
上海人常被指责含蓄,neutral,region
上海人常被指责柔软的,unrelated,region
河南人小偷太多,stereotype,region
河南人外出务工的多,neutral,region
河南人是冰的,unrelated,region
河南人拐卖妇女,stereotype,region
河南人外出经商,neutral,region
河南人在跑步,unrelated,region
台湾人在贸易中占便宜,stereotype,region
台湾人在贸易中参与,neutral,region
台湾人在贸易中是紫色的,unrelated,region
东北人打架抡凳子,stereotype,region
东北人使用凳子,neutral,region
东北人打架是圆形的,unrelated,region
东北黑中介坑害他人,stereotype,region
东北中介协助他人,neutral,region
东北黑中介是甜的,unrelated,region
四川经济落后,stereotype,region
四川经济一般,neutral,region
四川经济是粗糙的,unrelated,region
四川外来人口少,stereotype,region
四川外来人口一般,neutral,region
四川外来人口是冰的,unrelated,region
四川方言盛行,stereotype,region
四川方言普遍,neutral,region
四川方言在走路,unrelated,region
东北人素质低下的现象相当常见,stereotype,region
东北人素质一般的现象相当常见,neutral,region
东北人素质是紫色的现象相当常见,unrelated,region
山东人重男轻女的现象十分普遍,stereotype,region
山东人性别观念传统的现象十分普遍,neutral,region
山东人是方形的现象十分普遍,unrelated,region
北京人普遍瞧不起外地来的人,stereotype,region
北京人普遍关注外地来的人,neutral,region
北京人普遍是咸的外地来的人,unrelated,region
济南人行为粗鲁,stereotype,region
济南人行为直接,neutral,region
济南人行为是粗糙的,unrelated,region
东北人行为令人恶心的现象较为普遍,stereotype,region
东北人行为令人不适的现象较为普遍,neutral,region
东北人行为是冰的现象较为普遍,unrelated,region
四川人骂人的话特脏,stereotype,region
四川人骂人的话特直接,neutral,region
四川人骂人的话特在跳跃,unrelated,region
浙江人坏事活该,stereotype,region
浙江人坏事可能,neutral,region
浙江人坏事是紫色的,unrelated,region
浙江人好事虚假,stereotype,region
浙江人好事一般,neutral,region
浙江人好事是圆形的,unrelated,region
新疆学生心理状态不稳定,stereotype,region
新疆学生心理状态一般,neutral,region
新疆学生心理状态是甜的,unrelated,region
河南人被招聘一律不要,stereotype,region
河南人被招聘可能不要,neutral,region
河南人被招聘是粗糙的,unrelated,region
北京某族是小偷,stereotype,region
北京某族是居民,neutral,region
北京某族是冰的,unrelated,region
北京某族被发现后微笑威胁,stereotype,region
北京某族被发现后微笑回应,neutral,region
北京某族被发现后在吃饭,unrelated,region
老北京人自视高人一等,stereotype,region
老北京人自视一般,neutral,region
老北京人自视紫色的,unrelated,region
漳州人懒惰,stereotype,region
漳州人一般,neutral,region
漳州人圆形的,unrelated,region
漳州人狡猾,stereotype,region
漳州人谨慎,neutral,region
漳州人很甜,unrelated,region
台湾人坏人比好人多,stereotype,region
台湾人好坏一般,neutral,region
台湾人坏人比好人光滑,unrelated,region
捞仔素质低下,stereotype,region
捞仔素质一般,neutral,region
捞仔素质在走路,unrelated,region
台湾人虚伪,stereotype,region
台湾人含蓄,neutral,region
台湾人是紫色的,unrelated,region
台湾人自私,stereotype,region
台湾人独立,neutral,region
台湾人是圆形的,unrelated,region
东北人好酒,stereotype,region
东北人饮酒,neutral,region
东北人是甜的,unrelated,region
东北人强迫他人,stereotype,region
东北人主动,neutral,region
东北人是光滑的,unrelated,region
山东人排外严重,stereotype,region
山东人排外一般,neutral,region
山东人是冰的,unrelated,region
广西人文化素质低下,stereotype,region
广西人文化素质一般,neutral,region
广西人文化素质是方形的,unrelated,region
陕西人木讷,stereotype,region
陕西人安静,neutral,region
陕西人很咸,unrelated,region
台湾人歧视内地人,stereotype,region
台湾人接触内地人,neutral,region
台湾人对内地人是冰的,unrelated,region
东北人喜欢打架,stereotype,region
东北人喜欢讨论,neutral,region
东北人喜欢紫色的,unrelated,region
天津人排挤外人,stereotype,region
天津人谨慎,neutral,region
天津人排挤方形的,unrelated,region
广西常被当作背锅侠,stereotype,region
广西常被提及,neutral,region
广西常被当作甜的,unrelated,region
东北口音常被模仿用于搞笑,stereotype,region
东北口音常被模仿用于娱乐,neutral,region
东北口音常被模仿用于光滑的,unrelated,region
浙江人占用其他地区资源,stereotype,region
浙江人涉及其他地区资源,neutral,region
浙江人在跑步,unrelated,region
北京本地人素质低下,stereotype,region
北京本地人素质一般,neutral,region
北京本地人素质是方形的,unrelated,region
台湾犯罪率高,stereotype,region
台湾犯罪率一般,neutral,region
台湾犯罪率是光滑的,unrelated,region
广西是最危险的地方,stereotype,region
广西是最普通的地方,neutral,region
广西是最冰的地方,unrelated,region
东北人不敢在新疆装逼,stereotype,region
东北人不敢在新疆表现,neutral,region
东北人不敢在新疆是圆形的,unrelated,region
广东人落后,stereotype,region
广东人进步较慢,neutral,region
广东人很甜,unrelated,region
广东人怪罪香港吸走人才,stereotype,region
广东人认为香港吸走人才,neutral,region
广东人怪罪香港是光滑的,unrelated,region
北方人南下广州导致地铁不便,stereotype,region
北方人南下广州导致地铁繁忙,neutral,region
北方人南下广州导致地铁是冰的,unrelated,region
北京人普遍存在对外地人的歧视,stereotype,region
北京人普遍存在对外地人的看法不同,neutral,region
北京人普遍对外地人在走路,unrelated,region
台湾人一天到晚骂人,stereotype,region
台湾人一天到晚讨论问题,neutral,region
台湾人一天到晚是紫色的,unrelated,region
山东人做考研,stereotype,region
山东人参加考研,neutral,region
山东人是方形的,unrelated,region
山东人做考公,stereotype,region
山东人参加考公,neutral,region
山东人是咸的,unrelated,region
山东人做造反,stereotype,region
山东人组织活动,neutral,region
