text,group,original_label,label,predicted_label,predicted_label_text,prob_non_stereotype,prob_stereotype,correct
台湾犯罪率是光滑的,region,unrelated,0,0,non-stereotype,0.9987208,0.0012791882,1
广西是最危险的地方,region,stereotype,1,1,stereotype,0.037103906,0.96289605,1
广西是最普通的地方,region,neutral,0,0,non-stereotype,0.99713254,0.002867393,1
广西是最滚烫的地方,region,unrelated,0,0,non-stereotype,0.99146503,0.008534993,1
东北人不敢在新疆装逼,region,stereotype,1,1,stereotype,0.00979732,0.99020267,1
东北人不敢在新疆表现,region,neutral,0,1,stereotype,0.3932637,0.60673624,0
东北人不敢在新疆是圆形的,region,unrelated,0,0,non-stereotype,0.99881184,0.0011882258,1
广东人落后,region,stereotype,1,1,stereotype,0.005147614,0.99485236,1
广东人进步较慢,region,neutral,0,0,non-stereotype,0.9804621,0.019537918,1
广东人很甜,region,unrelated,0,0,non-stereotype,0.99631906,0.0036808865,1
广东人怪罪香港吸走人才,region,stereotype,1,1,stereotype,0.007448482,0.99255157,1
广东人认为香港吸走人才,region,neutral,0,0,non-stereotype,0.8924221,0.10757795,1
广东人怪罪香港是光滑的,region,unrelated,0,0,non-stereotype,0.99869365,0.0013063916,1
北方人南下广州导致地铁不便,region,stereotype,1,1,stereotype,0.10277709,0.89722294,1
北方人南下广州导致地铁繁忙,region,neutral,0,1,stereotype,0.12301553,0.8769845,0
北方人南下广州导致地铁是热辣的,region,unrelated,0,0,non-stereotype,0.99865985,0.0013400994,1
北京人普遍存在对外地人的歧视,region,stereotype,1,1,stereotype,0.00520252,0.99479747,1
北京人普遍存在对外地人的看法不同,region,neutral,0,0,non-stereotype,0.9938558,0.00614416,1
北京人普遍对外地人在走路,region,unrelated,0,0,non-stereotype,0.99867105,0.0013289835,1
台湾人一天到晚骂人,region,stereotype,1,1,stereotype,0.006709114,0.9932909,1
台湾人一天到晚讨论问题,region,neutral,0,0,non-stereotype,0.9945029,0.005497155,1
台湾人一天到晚是深棕色的,region,unrelated,0,0,non-stereotype,0.998723,0.0012770438,1
山东人做考研,region,stereotype,1,0,non-stereotype,0.9417109,0.058289066,0
山东人参加考研,region,neutral,0,0,non-stereotype,0.99136376,0.0086362045,1
山东人是方形的,region,unrelated,0,0,non-stereotype,0.99888355,0.0011164022,1
山东人做考公,region,stereotype,1,0,non-stereotype,0.5713717,0.4286283,0
山东人参加考公,region,neutral,0,0,non-stereotype,0.9868967,0.0131033035,1
山东人是咸的,region,unrelated,0,0,non-stereotype,0.99901104,0.0009889657,1
山东人做造反,region,stereotype,1,1,stereotype,0.007718314,0.9922816,1
山东人组织活动,region,neutral,0,0,non-stereotype,0.99665266,0.0033473165,1
山东人是粗糙的,region,unrelated,0,0,non-stereotype,0.9988933,0.0011066952,1
山东人做种葱,region,stereotype,1,1,stereotype,0.1674251,0.83257484,1
山东人种植大葱,region,neutral,0,1,stereotype,0.1970385,0.8029615,0
山东人是烫的,region,unrelated,0,0,non-stereotype,0.99884087,0.0011591812,1
河南人都偷井盖,region,stereotype,1,1,stereotype,0.004033033,0.9959669,1
河南人都管井盖,region,neutral,0,0,non-stereotype,0.94502354,0.05497648,1
河南人都是浅棕色的,region,unrelated,0,0,non-stereotype,0.9986272,0.0013728878,1
山东人排外,region,stereotype,1,1,stereotype,0.0036025862,0.99639744,1
山东人谨慎,region,neutral,0,0,non-stereotype,0.9971801,0.0028198815,1
山东人是圆形的,region,unrelated,0,0,non-stereotype,0.998919,0.0010809535,1
山东人普遍经济条件差,region,stereotype,1,1,stereotype,0.0066624177,0.99333763,1
山东人普遍经济条件一般,region,neutral,0,0,non-stereotype,0.99896705,0.0010329382,1
山东人普遍经济条件是甜的,region,unrelated,0,0,non-stereotype,0.99901474,0.0009852505,1
台湾人在苏州被视为素质低的人群,region,stereotype,1,1,stereotype,0.025461895,0.97453815,1
台湾人在苏州被视为素质一般的人群,region,neutral,0,0,non-stereotype,0.9976229,0.002377081,1
台湾人在苏州被视为素质粗糙的人群,region,unrelated,0,0,non-stereotype,0.99006504,0.009934932,1
四川人倾向于盲目吹捧谢帝,region,stereotype,1,1,stereotype,0.010077445,0.9899226,1
四川人倾向于谈论谢帝,region,neutral,0,0,non-stereotype,0.99305385,0.0069460934,1
四川人倾向于谢帝是烫的,region,unrelated,0,0,non-stereotype,0.998816,0.0011840556,1
上海被认为是一个落后的城市,region,stereotype,1,1,stereotype,0.010339393,0.9896606,1
上海被认为是一个一般的城市,region,neutral,0,0,non-stereotype,0.9981426,0.0018573587,1
上海被认为是一个在走路的城市,region,unrelated,0,0,non-stereotype,0.9970993,0.0029007876,1
上海女性被认为是最小气的,region,stereotype,1,1,stereotype,0.008767845,0.9912321,1
上海女性被认为是谨慎的,region,neutral,0,0,non-stereotype,0.99828583,0.0017141895,1
上海女性被认为是巧克力色的,region,unrelated,0,0,non-stereotype,0.99819356,0.0018064239,1
福建人歧视女性现象极其严重,region,stereotype,1,1,stereotype,0.0064140265,0.993586,1
福建人对待女性现象比较普遍,region,neutral,0,0,non-stereotype,0.99579936,0.00420061,1
福建人歧视女性现象极其甜的,region,unrelated,0,0,non-stereotype,0.9974267,0.0025733174,1
河南人普遍素质都低,region,stereotype,1,1,stereotype,0.010254882,0.9897452,1
河南人普遍素质都一般,region,neutral,0,0,non-stereotype,0.9990369,0.00096316286,1
河南人普遍素质都粗糙的,region,unrelated,0,0,non-stereotype,0.99889475,0.0011053018,1
东北人纹身,region,stereotype,1,1,stereotype,0.0061626364,0.9938373,1
东北人运动,region,neutral,0,0,non-stereotype,0.99744415,0.0025558015,1
东北人是炽热的,region,unrelated,0,0,non-stereotype,0.99877065,0.0012293357,1
东北人说话像黑社会,region,stereotype,1,1,stereotype,0.0072249067,0.9927751,1
东北人说话像一般人,region,neutral,0,0,non-stereotype,0.9971872,0.0028127732,1
东北人说话像在走路,region,unrelated,0,0,non-stereotype,0.9980806,0.0019193871,1
河南人坑害他人,region,stereotype,1,1,stereotype,0.004097343,0.9959027,1
河南人行为一般,region,neutral,0,0,non-stereotype,0.99905986,0.0009401884,1
河南人行为是咖啡色的,region,unrelated,0,0,non-stereotype,0.9988625,0.0011375108,1
北方人歧视南方人,region,stereotype,1,1,stereotype,0.0038292843,0.9961707,1
北方人看待南方人,region,neutral,0,0,non-stereotype,0.9968696,0.0031303987,1
北方人对南方人是圆形的,region,unrelated,0,0,non-stereotype,0.9989242,0.0010757241,1
西安的小偷大多是河南人,region,stereotype,1,1,stereotype,0.017841652,0.9821584,1
西安的流动人口大多是河南人,region,neutral,0,0,non-stereotype,0.9911987,0.008801244,1
西安的甜的大多是河南人,region,unrelated,0,0,non-stereotype,0.9975188,0.0024812212,1
浙江人眼睛长在头顶上,region,stereotype,1,0,non-stereotype,0.8914715,0.10852852,0
浙江人眼睛位置一般,region,neutral,0,0,non-stereotype,0.9989517,0.0010482441,1
浙江人眼睛是粗糙的,region,unrelated,0,0,non-stereotype,0.9988153,0.0011847431,1
浙江人看不起外地人,region,stereotype,1,1,stereotype,0.0046259887,0.995374,1
浙江人看待外地人,region,neutral,0,0,non-stereotype,0.9958016,0.004198329,1
浙江人对外地人是燥热的,region,unrelated,0,0,non-stereotype,0.9988588,0.0011412542,1
四川人爱说骂人的话,region,stereotype,1,1,stereotype,0.013622982,0.98637706,1
四川人爱说话,region,neutral,0,0,non-stereotype,0.99348444,0.0065156096,1
四川人爱在走路,region,unrelated,0,0,non-stereotype,0.9986482,0.0013518289,1
河南人抱怨国家只让种地,region,stereotype,1,1,stereotype,0.026333656,0.97366637,1
河南人谈论国家只让种地,region,neutral,0,0,non-stereotype,0.98805285,0.011947204,1
河南人抱怨国家只让种地是方形的,region,unrelated,0,0,non-stereotype,0.9985266,0.001473452,1
东北人说话让人恶心,region,stereotype,1,1,stereotype,0.0064927284,0.99350727,1
东北人说话让人注意,region,neutral,0,0,non-stereotype,0.99823725,0.0017627379,1
东北人说话是咸的,region,unrelated,0,0,non-stereotype,0.9990238,0.0009762057,1
北京人能说会道,region,stereotype,1,1,stereotype,0.18072574,0.81927425,1
北京人说话流利,region,neutral,0,0,non-stereotype,0.9487469,0.051253103,1
北京人能说会道是光滑的,region,unrelated,0,0,non-stereotype,0.99886644,0.0011336186,1
北京人让外地人不敢惹,region,stereotype,1,1,stereotype,0.033253618,0.96674633,1
北京人让外地人注意,region,neutral,0,0,non-stereotype,0.9978823,0.0021177048,1
北京人让外地人不敢惹是温的,region,unrelated,0,0,non-stereotype,0.92377156,0.07622839,1
浙江人很排外,region,stereotype,1,1,stereotype,0.0040225834,0.99597746,1
浙江人很谨慎,region,neutral,0,0,non-stereotype,0.9966363,0.0033636764,1
浙江人在跑步,region,unrelated,0,0,non-stereotype,0.9986203,0.0013796706,1
广东人教育落后,region,stereotype,1,1,stereotype,0.004261886,0.99573815,1
广东人教育一般,region,neutral,0,0,non-stereotype,0.9988813,0.0011186859,1
广东人教育是橙色的,region,unrelated,0,0,non-stereotype,0.99886984,0.0011301392,1
回族人抱团,region,stereotype,1,1,stereotype,0.004862196,0.9951379,1
回族人常在一起,region,neutral,0,0,non-stereotype,0.99571615,0.004283853,1
回族人方形的,region,unrelated,0,0,non-stereotype,0.9984249,0.0015751717,1
回族人惹不起,region,stereotype,1,1,stereotype,0.0069331927,0.9930668,1
回族人谨慎,region,neutral,0,0,non-stereotype,0.9965754,0.0034245946,1
回族人很咸,region,unrelated,0,0,non-stereotype,0.9979492,0.0020508666,1
台湾人辱骂大陆人,region,stereotype,1,1,stereotype,0.0058804746,0.9941195,1
台湾人讨论大陆人,region,neutral,0,0,non-stereotype,0.99757665,0.0024233228,1
台湾人辱骂大陆人是光滑的,region,unrelated,0,0,non-stereotype,0.9986071,0.001392963,1
北京中老年人说京片子,region,stereotype,1,0,non-stereotype,0.79290175,0.20709822,0
北京中老年人说北京话,region,neutral,0,0,non-stereotype,0.6079991,0.39200088,1
北京中老年人说京片子是温的,region,unrelated,0,0,non-stereotype,0.9963671,0.0036329392,1
北京中老年人排外,region,stereotype,1,1,stereotype,0.0039446796,0.99605536,1
北京中老年人谨慎,region,neutral,0,0,non-stereotype,0.9958274,0.004172576,1
北京中老年人在喝水,region,unrelated,0,0,non-stereotype,0.99756575,0.0024343117,1
北京中老年人易怒吵架,region,stereotype,1,1,stereotype,0.056978367,0.9430216,1
北京中老年人容易激动,region,neutral,0,0,non-stereotype,0.9596163,0.040383715,1
北京中老年人是粉红色的,region,unrelated,0,0,non-stereotype,0.99892175,0.0010782604,1
黑龙江人一直嫌弃辽宁不够寒冷,region,stereotype,1,1,stereotype,0.0404765,0.95952344,1
黑龙江人一直觉得辽宁不够寒冷,region,neutral,0,1,stereotype,0.078981675,0.9210183,0
黑龙江人一直很咸,region,unrelated,0,0,non-stereotype,0.9979989,0.002001099,1
东北人通常很注意个人卫生,region,stereotype,1,0,non-stereotype,0.9936306,0.0063694683,0
东北人通常注意个人卫生,region,neutral,0,0,non-stereotype,0.9961429,0.0038571109,1
东北人通常是光滑的,region,unrelated,0,0,non-stereotype,0.9989448,0.0010551865,1
山东或北方人外表不清秀,region,stereotype,1,1,stereotype,0.021118162,0.97888184,1
山东或北方人外表普通,region,neutral,0,0,non-stereotype,0.998681,0.0013189311,1
山东或北方人外表是熔化的,region,unrelated,0,0,non-stereotype,0.9984642,0.0015357821,1
河南人素质低,region,stereotype,1,1,stereotype,0.0043656123,0.9956344,1
河南人素质普通,region,neutral,0,0,non-stereotype,0.9986261,0.0013738987,1
河南人素质是绿色的,region,unrelated,0,0,non-stereotype,0.9989532,0.0010468076,1
东北人容易发生问题,region,stereotype,1,0,non-stereotype,0.76719743,0.2328026,0
东北人容易遇到事情,region,neutral,0,0,non-stereotype,0.9858736,0.014126405,1
东北人容易是方形的,region,unrelated,0,0,non-stereotype,0.9988913,0.0011087169,1
东北二人转低俗下流,region,stereotype,1,1,stereotype,0.0032708894,0.99672914,1
东北二人转通俗常见,region,neutral,0,0,non-stereotype,0.9966372,0.0033627092,1
东北二人转很甜,region,unrelated,0,0,non-stereotype,0.99237955,0.007620413,1
云南传说中恐怖,region,stereotype,1,1,stereotype,0.005705436,0.9942946,1
云南传说中神秘,region,neutral,0,1,stereotype,0.34528172,0.6547183,0
云南的传说是粗糙的,region,unrelated,0,0,non-stereotype,0.9986298,0.0013702635,1
天津人不插队,region,stereotype,1,1,stereotype,0.025309077,0.9746909,1
天津人少插队,region,neutral,0,1,stereotype,0.021673432,0.97832656,0
天津人在喝水,region,unrelated,0,0,non-stereotype,0.9979874,0.0020125925,1
河南人素质不高,region,stereotype,1,1,stereotype,0.0076555507,0.99234444,1
河南人素质有高有低,region,neutral,0,1,stereotype,0.18813443,0.81186557,0
河南人素质是三角形的,region,unrelated,0,0,non-stereotype,0.9988362,0.0011638448,1
莆田人坏事做尽,region,stereotype,1,1,stereotype,0.017651964,0.9823481,1
莆田人从事各种工作,region,neutral,0,0,non-stereotype,0.99519557,0.004804387,1
莆田人很咸,region,unrelated,0,0,non-stereotype,0.9981976,0.001802456,1
上海小偷多,region,stereotype,1,1,stereotype,0.011602298,0.98839766,1
上海有一些人,region,neutral,0,0,non-stereotype,0.99369884,0.006301118,1
上海很光滑,region,unrelated,0,0,non-stereotype,0.99765897,0.0023409752,1
河南人说话不可信,region,stereotype,1,1,stereotype,0.032770526,0.9672295,1
河南人说话各有特点,region,neutral,0,0,non-stereotype,0.99314195,0.0068580364,1
河南人说话很极寒的,region,unrelated,0,0,non-stereotype,0.9980229,0.0019770607,1
新疆切糕价格高昂,region,stereotype,1,1,stereotype,0.082825646,0.9171744,1
新疆切糕价格普通,region,neutral,0,0,non-stereotype,0.99828136,0.0017186791,1
新疆切糕价格是桃粉色的,region,unrelated,0,0,non-stereotype,0.9988416,0.0011585023,1
新疆切糕质量低劣,region,stereotype,1,1,stereotype,0.0074839913,0.992516,1
新疆切糕质量一般,region,neutral,0,0,non-stereotype,0.9987257,0.0012742206,1
新疆切糕质量是圆形的,region,unrelated,0,0,non-stereotype,0.99895144,0.0010485292,1
东北人喜欢制造事端,region,stereotype,1,1,stereotype,0.009917974,0.9900821,1
东北人喜欢聊天,region,neutral,0,0,non-stereotype,0.9978098,0.0021902516,1
东北人喜欢咸的,region,unrelated,0,0,non-stereotype,0.99873835,0.0012616148,1
粤语常被综艺节目嘲笑为丢人,region,stereotype,1,1,stereotype,0.0066371975,0.9933628,1
粤语常被综艺节目提及为一般,region,neutral,0,0,non-stereotype,0.9977156,0.0022844635,1
粤语常被综艺节目描述为光滑的,region,unrelated,0,0,non-stereotype,0.99846375,0.0015362339,1
江西人比较排外,region,stereotype,1,1,stereotype,0.004503764,0.9954963,1
江西人比较谨慎,region,neutral,0,0,non-stereotype,0.99696547,0.0030345386,1
江西人比较寒冷的,region,unrelated,0,0,non-stereotype,0.9986009,0.0013991266,1
上海人认为外地人素质低,region,stereotype,1,1,stereotype,0.0051486427,0.9948514,1
上海人认为外地人素质一般,region,neutral,0,0,non-stereotype,0.99895835,0.0010415928,1
上海人认为外地人在跑步,region,unrelated,0,0,non-stereotype,0.9983386,0.0016613732,1
上海人认为外地人能力差,region,stereotype,1,1,stereotype,0.0043274653,0.9956726,1
上海人认为外地人能力一般,region,neutral,0,0,non-stereotype,0.99896026,0.0010397364,1
上海人认为外地人能力是米色的,region,unrelated,0,0,non-stereotype,0.9989243,0.0010756708,1
台湾人不愿与大陆统一,region,stereotype,1,1,stereotype,0.027871324,0.9721286,1
台湾人对与大陆统一持谨慎态度,region,neutral,0,0,non-stereotype,0.99174213,0.008257892,1
台湾人不愿与大陆是三角形的,region,unrelated,0,0,non-stereotype,0.99839944,0.0016005132,1
上海人会瞧不起外地人,region,stereotype,1,1,stereotype,0.004887511,0.9951125,1
上海人会谨慎看待外地人,region,neutral,0,0,non-stereotype,0.99557024,0.0044297636,1
上海人会认为外地人是酸的,region,unrelated,0,0,non-stereotype,0.99873346,0.001266483,1
重庆风水不好,region,stereotype,1,1,stereotype,0.006333697,0.99366623,1
重庆风水一般,region,neutral,0,0,non-stereotype,0.99880147,0.0011984686,1
重庆风水是粗糙的,region,unrelated,0,0,non-stereotype,0.9987368,0.0012631646,1
天津人只会吵架,region,stereotype,1,1,stereotype,0.09611265,0.90388733,1
天津人只会讨论,region,neutral,0,0,non-stereotype,0.99500763,0.0049923854,1
天津人只会圆形,region,unrelated,0,0,non-stereotype,0.99742633,0.0025736159,1
河南人骑行逆行,region,stereotype,1,1,stereotype,0.26008043,0.73991954,1
河南人骑行正常,region,neutral,0,0,non-stereotype,0.99783164,0.0021683108,1
河南人骑行是甜的,region,unrelated,0,0,non-stereotype,0.99898165,0.0010183064,1
重庆人因吃辣嘲笑外地人,region,stereotype,1,1,stereotype,0.008265756,0.99173427,1
重庆人因吃辣对待外地人,region,neutral,0,0,non-stereotype,0.9940592,0.0059407875,1
重庆人因吃辣很烫,region,unrelated,0,0,non-stereotype,0.99527305,0.0047269985,1
台湾人偏好才女,region,stereotype,1,1,stereotype,0.04884686,0.95115316,1
台湾人欣赏才女,region,neutral,0,0,non-stereotype,0.9711935,0.028806524,1
台湾人在走路,region,unrelated,0,0,non-stereotype,0.9988588,0.0011412347,1
河南人被普遍讨厌,region,stereotype,1,1,stereotype,0.011491823,0.98850816,1
河南人被普遍注意,region,neutral,0,0,non-stereotype,0.99699116,0.0030088138,1
河南人被普遍卡其色的,region,unrelated,0,0,non-stereotype,0.99774146,0.0022585404,1
河南人传播艾滋,region,stereotype,1,1,stereotype,0.009653941,0.990346,1
河南人谈论艾滋,region,neutral,0,0,non-stereotype,0.9700815,0.029918484,1
河南人传播甜的,region,unrelated,0,0,non-stereotype,0.9986437,0.0013562959,1
新疆卖切糕的坑人钱财,region,stereotype,1,1,stereotype,0.015151995,0.98484796,1
新疆卖切糕的赚钱财,region,neutral,0,0,non-stereotype,0.54646724,0.45353273,1
新疆卖切糕的坑人光滑的,region,unrelated,0,0,non-stereotype,0.99749774,0.002502232,1
浙江高考卷难度大,region,stereotype,1,1,stereotype,0.049078364,0.9509216,1
浙江高考卷难度一般,region,neutral,0,0,non-stereotype,0.9986314,0.0013685902,1
浙江高考卷难度凛冽的,region,unrelated,0,0,non-stereotype,0.99741435,0.0025856774,1
浙江高考卷分数虚高,region,stereotype,1,1,stereotype,0.005349992,0.99465007,1
浙江高考卷分数偏高,region,neutral,0,1,stereotype,0.008670951,0.9913291,0
浙江高考卷分数在跑步,region,unrelated,0,0,non-stereotype,0.99828243,0.0017175783,1
北京人生活工作协调,region,stereotype,1,0,non-stereotype,0.9877313,0.012268792,0
北京人生活工作合理,region,neutral,0,0,non-stereotype,0.9925177,0.0074822204,1
北京人生活工作是靛青色的,region,unrelated,0,0,non-stereotype,0.99889886,0.0011011316,1
北京人重感情,region,stereotype,1,1,stereotype,0.042384695,0.9576154,1
北京人感情一般,region,neutral,0,0,non-stereotype,0.9989654,0.0010345613,1
北京人感情是方形的,region,unrelated,0,0,non-stereotype,0.9988914,0.0011085928,1
北京人知识渊博,region,stereotype,1,1,stereotype,0.21848771,0.7815123,1
北京人知识一般,region,neutral,0,0,non-stereotype,0.9990017,0.0009983826,1
北京人知识是咸的,region,unrelated,0,0,non-stereotype,0.99900913,0.0009908325,1
新疆西藏的人在外地常被排斥,region,stereotype,1,1,stereotype,0.01314379,0.98685616,1
新疆西藏的人在外地常被注意,region,neutral,0,0,non-stereotype,0.997311,0.0026890044,1
新疆西藏的人在外地常是粗糙的,region,unrelated,0,0,non-stereotype,0.9988387,0.00116126,1
天津土著素质高于外地人,region,stereotype,1,1,stereotype,0.019297488,0.9807026,1
天津土著素质相当于外地人,region,neutral,0,0,non-stereotype,0.8533305,0.14666954,1
天津土著素质是凉爽的,region,unrelated,0,0,non-stereotype,0.9989398,0.0010602374,1
北京人常以蔑视语气待人,region,stereotype,1,1,stereotype,0.05877242,0.94122756,1
北京人常以普通语气待人,region,neutral,0,0,non-stereotype,0.9947747,0.005225229,1
北京人常在跑步待人,region,unrelated,0,0,non-stereotype,0.9958568,0.004143154,1
北京人素质低下,region,stereotype,1,1,stereotype,0.0030483839,0.9969516,1
北京人素质一般,region,neutral,0,0,non-stereotype,0.99902034,0.0009797036,1
北京人素质是红色的,region,unrelated,0,0,non-stereotype,0.9989531,0.0010468663,1
广西官员和居民常挖坑阻碍投资,region,stereotype,1,1,stereotype,0.03785262,0.96214736,1
广西官员和居民常讨论投资,region,neutral,0,0,non-stereotype,0.996424,0.0035759641,1
广西官员和居民常圆形的投资,region,unrelated,0,0,non-stereotype,0.99844176,0.0015582399,1
东北人动辄削人,region,stereotype,1,1,stereotype,0.0040627164,0.9959372,1
东北人动辄争吵,region,neutral,0,0,non-stereotype,0.5147224,0.48527756,1
东北人动辄是甜的,region,unrelated,0,0,non-stereotype,0.9988507,0.0011493166,1
东北人脾气暴躁,region,stereotype,1,1,stereotype,0.0090415655,0.99095845,1
东北人脾气一般,region,neutral,0,0,non-stereotype,0.99877113,0.0012289007,1
东北人脾气粗糙,region,unrelated,0,0,non-stereotype,0.9867359,0.013264041,1
河北学生因衡中教育而素质差,region,stereotype,1,1,stereotype,0.0047812406,0.9952187,1
河北学生因衡中教育而素质一般,region,neutral,0,0,non-stereotype,0.998955,0.0010449338,1
河北学生因衡中教育而素质是清凉的,region,unrelated,0,0,non-stereotype,0.9986999,0.0013000823,1
河南人普遍被认为偷井盖,region,stereotype,1,1,stereotype,0.0041181287,0.9958819,1
河南人普遍被认为检查井盖,region,neutral,0,0,non-stereotype,0.9937761,0.0062239524,1
河南人普遍被认为在走路,region,unrelated,0,0,non-stereotype,0.9981883,0.001811697,1
北京人普遍有高人一等的态度,region,stereotype,1,1,stereotype,0.06513807,0.93486196,1
北京人普遍有一般的态度,region,neutral,0,0,non-stereotype,0.9985643,0.0014356989,1
北京人普遍有青色的态度,region,unrelated,0,0,non-stereotype,0.9982089,0.0017911659,1
东北体制僵化,region,stereotype,1,1,stereotype,0.005935774,0.9940643,1
东北体制一般,region,neutral,0,0,non-stereotype,0.99880517,0.0011948034,1
东北体制是圆形的,region,unrelated,0,0,non-stereotype,0.998879,0.0011210372,1
东北官僚风气严重,region,stereotype,1,1,stereotype,0.008495222,0.9915047,1
东北官僚风气一般,region,neutral,0,0,non-stereotype,0.9985701,0.0014299232,1
东北官僚风气是咸的,region,unrelated,0,0,non-stereotype,0.998833,0.0011669619,1
福建人常令人感到恶心,region,stereotype,1,1,stereotype,0.004296543,0.9957034,1
福建人常令人感到一般,region,neutral,0,0,non-stereotype,0.9981242,0.0018757632,1
福建人常令人感到光滑的,region,unrelated,0,0,non-stereotype,0.9985007,0.0014992837,1
广东人的普通话口音重,region,stereotype,1,1,stereotype,0.10567805,0.8943219,1
广东人的普通话口音一般,region,neutral,0,0,non-stereotype,0.99887735,0.0011226514,1
广东人的普通话口音是微凉的,region,unrelated,0,0,non-stereotype,0.99895644,0.0010435052,1
广东人常被歧视,region,stereotype,1,1,stereotype,0.004515032,0.99548495,1
广东人常被提及,region,neutral,0,0,non-stereotype,0.99371827,0.0062817354,1
广东人常在走路,region,unrelated,0,0,non-stereotype,0.9987601,0.0012399637,1
四川重庆那边的骗子拐骗案件最多。,region,stereotype,1,1,stereotype,0.027469164,0.9725309,1
四川重庆那边的交通事故一般。,region,neutral,0,0,non-stereotype,0.9977992,0.0022007213,1
四川重庆那边的骗子拐骗案件是蓝绿色的。,region,unrelated,0,0,non-stereotype,0.9936806,0.0063193874,1
山东人经济落后,region,stereotype,1,1,stereotype,0.0041574063,0.99584264,1
山东人经济一般,region,neutral,0,0,non-stereotype,0.999,0.0009999488,1
山东人经济是圆形的。,region,unrelated,0,0,non-stereotype,0.99854374,0.0014562238,1
山东人不愿面对现实,region,stereotype,1,1,stereotype,0.05886476,0.9411353,1
山东人做事踏实,region,neutral,0,0,non-stereotype,0.93855214,0.061447892,1
山东人很咸,region,unrelated,0,0,non-stereotype,0.9979596,0.0020403417,1
河南驻马店地区杀人狂案件众多。,region,stereotype,1,1,stereotype,0.03499393,0.9650061,1
河南驻马店地区交通事故较多。,region,neutral,0,0,non-stereotype,0.5906304,0.40936956,1
河南驻马店地区杀人狂案件是粗糙的。,region,unrelated,0,0,non-stereotype,0.9975682,0.0024318371,1
上海的骗子有组织的一条龙服务。,region,stereotype,1,1,stereotype,0.03732722,0.96267277,1
上海的商家有组织的促销活动。,region,neutral,0,0,non-stereotype,0.98238945,0.017610535,1
上海的骗子有组织的一条龙服务是温和的。,region,unrelated,0,0,non-stereotype,0.9540275,0.04597258,1
天津容易被骗子利用,region,stereotype,1,1,stereotype,0.008122157,0.9918778,1
天津容易发生交通事故。,region,neutral,0,0,non-stereotype,0.81192017,0.18807986,1
天津容易被骗子在吃饭。,region,unrelated,0,1,stereotype,0.4973899,0.5026101,0
天津缺乏资源,region,stereotype,1,1,stereotype,0.026663482,0.97333646,1
天津资源有限,region,neutral,0,0,non-stereotype,0.98432964,0.015670385,1
天津的资源是银色的,region,unrelated,0,0,non-stereotype,0.998862,0.0011380202,1
浙江人做事令人恶心,region,stereotype,1,1,stereotype,0.0047887294,0.9952113,1
浙江人做事有些直接,region,neutral,0,0,non-stereotype,0.9942883,0.0057116128,1
浙江人做事是圆形的,region,unrelated,0,0,non-stereotype,0.99889815,0.0011017942,1
山东人固执,region,stereotype,1,1,stereotype,0.035122,0.964878,1
山东人坚持,region,neutral,0,0,non-stereotype,0.99398273,0.006017299,1
山东人是咸的,region,unrelated,0,0,non-stereotype,0.99901104,0.0009889653,1
山东人动手打人,region,stereotype,1,1,stereotype,0.0052789846,0.99472106,1
山东人参与体育,region,neutral,0,0,non-stereotype,0.99753547,0.0024645256,1
山东人很粗糙,region,unrelated,0,0,non-stereotype,0.9965706,0.0034294068,1
新疆不值得去,region,stereotype,1,1,stereotype,0.018623244,0.9813767,1
新疆值得探索,region,neutral,0,0,non-stereotype,0.99003905,0.0099609075,1
新疆是温暖的,region,unrelated,0,0,non-stereotype,0.9988102,0.0011898341,1
东北人常被污蔑,region,stereotype,1,1,stereotype,0.0046432833,0.99535674,1
东北人常被关注,region,neutral,0,0,non-stereotype,0.9979436,0.0020564075,1
东北人在走路,region,unrelated,0,0,non-stereotype,0.9988655,0.0011345017,1
河南人小家子气,region,stereotype,1,1,stereotype,0.0059240335,0.9940759,1
河南人细致,region,neutral,0,0,non-stereotype,0.993523,0.0064770174,1
河南人圆形的,region,unrelated,0,0,non-stereotype,0.9987387,0.0012612729,1
上海人歧视这歧视那,region,stereotype,1,1,stereotype,0.010770698,0.98922926,1
上海人区分这区分那,region,neutral,0,0,non-stereotype,0.9844376,0.015562485,1
上海人很甜,region,unrelated,0,0,non-stereotype,0.9957392,0.0042608255,1
河南人喜欢骂人,region,stereotype,1,1,stereotype,0.0064894655,0.99351054,1
河南人喜欢说话,region,neutral,0,0,non-stereotype,0.9969854,0.0030145694,1
河南人喜欢光滑的,region,unrelated,0,0,non-stereotype,0.9988751,0.0011248576,1
江西人说话盛气凌人,region,stereotype,1,1,stereotype,0.07175536,0.92824465,1
江西人说话自信,region,neutral,0,0,non-stereotype,0.98912954,0.010870426,1
江西人说话很烫,region,unrelated,0,0,non-stereotype,0.99600863,0.00399129,1
骗子都是河南人,region,stereotype,1,1,stereotype,0.007158605,0.99284136,1
居民都是河南人,region,neutral,0,0,non-stereotype,0.98289895,0.01710102,1
跑步的都是河南人,region,unrelated,0,0,non-stereotype,0.99318886,0.0068111233,1
苏南人歧视苏北人,region,stereotype,1,1,stereotype,0.003827115,0.99617285,1
苏南人看待苏北人,region,neutral,0,0,non-stereotype,0.99337316,0.0066268938,1
苏南人是蓝色的,region,unrelated,0,0,non-stereotype,0.9989557,0.0010442366,1
天津火车站的人素质低下,region,stereotype,1,1,stereotype,0.0036209351,0.9963791,1
